"","CU_Name","Area","Year","AreaTot"
"253","2 - North East Vancouver Island",13,"2007",447.65279361235
"254","2 - North East Vancouver Island",13,"2008",558.000454459741
"255","2 - North East Vancouver Island",13,"2009",770.367750989188
"256","2 - North East Vancouver Island",13,"2010",206.49455146049
"257","2 - North East Vancouver Island",13,"2011",4110.87936584046
"258","2 - North East Vancouver Island",13,"2012",652.017472713421
"259","2 - North East Vancouver Island",13,"2013",509.672002589193
"260","2 - North East Vancouver Island",13,"2014",155.88476111854
"261","2 - North East Vancouver Island",13,"2015",525.676650819021
"262","2 - North East Vancouver Island",13,"2016",804.60765772113
"263","2 - North East Vancouver Island",13,"2017",306.569563348088
"264","2 - North East Vancouver Island",13,"2018",55.8568161333905
"265","3 - Upper Knight",12,"1953",17250
"266","3 - Upper Knight",12,"1954",6500
"267","3 - Upper Knight",12,"1955",4650
"268","3 - Upper Knight",12,"1956",18000
"269","3 - Upper Knight",12,"1957",38900
"270","3 - Upper Knight",12,"1958",40000
"271","3 - Upper Knight",12,"1959",20000
"272","3 - Upper Knight",12,"1960",19250
"273","3 - Upper Knight",12,"1961",42000
"274","3 - Upper Knight",12,"1962",16500
"275","3 - Upper Knight",12,"1963",9750
"276","3 - Upper Knight",12,"1964",16500
"277","3 - Upper Knight",12,"1965",2275
"278","3 - Upper Knight",12,"1966",4342.34035400659
"279","3 - Upper Knight",12,"1967",998.240048114959
"280","3 - Upper Knight",12,"1968",1350
"281","3 - Upper Knight",12,"1969",128.805167498704
"282","3 - Upper Knight",12,"1970",11119.3549385062
"283","3 - Upper Knight",12,"1971",1111.93549385062
"284","3 - Upper Knight",12,"1972",39804.7865783938
"285","3 - Upper Knight",12,"1973",34237.6835604366
"286","3 - Upper Knight",12,"1974",9185.71997962933
"287","3 - Upper Knight",12,"1975",7775
"288","3 - Upper Knight",12,"1976",20600
"289","3 - Upper Knight",12,"1977",1180
"290","3 - Upper Knight",12,"1978",8895.48395080496
"291","3 - Upper Knight",12,"1979",2174.0500742143
"292","3 - Upper Knight",12,"1980",4924.34825239243
"293","3 - Upper Knight",12,"1981",444.774197540248
"294","3 - Upper Knight",12,"1982",5074.07233045065
"295","3 - Upper Knight",12,"1983",1037.80646092725
"296","3 - Upper Knight",12,"1984",4859.56099424193
"297","3 - Upper Knight",12,"1985",15.4566200998445
"298","3 - Upper Knight",12,"1986",5890.04414542999
"299","3 - Upper Knight",12,"1987",3435.85908483416
"300","3 - Upper Knight",12,"1988",2945.022072715
"301","3 - Upper Knight",12,"1989",2178.08535827467
"302","3 - Upper Knight",12,"1990",2699.60356665541
"303","3 - Upper Knight",12,"1991",4391.61488770288
"304","3 - Upper Knight",12,"1992",148.258065846749
"305","3 - Upper Knight",12,"1993",1114.90065516755
"306","3 - Upper Knight",12,"1994",148.258065846749
"307","3 - Upper Knight",12,"1995",237.212905354799
"308","3 - Upper Knight",12,"1996",2833.97969906129
"309","3 - Upper Knight",12,"1997",2223.87098770124
"310","3 - Upper Knight",12,"1998",14148.2672237553
"311","3 - Upper Knight",12,"1999",131.949678603607
"312","3 - Upper Knight",12,"2000",3716.82971077801
"313","3 - Upper Knight",12,"2001",515.938069146688
"314","3 - Upper Knight",12,"2002",3706.45164616873
"315","3 - Upper Knight",12,"2003",7578.95232608583
"316","3 - Upper Knight",12,"2004",9971.38461289095
"317","3 - Upper Knight",12,"2005",4569.77372674659
"318","3 - Upper Knight",12,"2006",3858.87852480914
"319","3 - Upper Knight",12,"2007",5761.74649905872
"320","3 - Upper Knight",12,"2008",4485.46784268391
"321","3 - Upper Knight",12,"2009",5855.55355162695
"322","3 - Upper Knight",12,"2010",2629.80838303923
"323","3 - Upper Knight",12,"2011",5505.84440975009
"324","3 - Upper Knight",12,"2012",8679.9147785926
"325","3 - Upper Knight",12,"2013",8747.04244056047
"326","3 - Upper Knight",12,"2014",3899.54192175921
"327","3 - Upper Knight",12,"2015",4400.45861712154
"328","3 - Upper Knight",12,"2016",11662.4548901954
"329","3 - Upper Knight",12,"2017",3907.69205671784
"330","3 - Upper Knight",12,"2018",3105.35961821666
"331","4 - Loughborough",12,"1953",13404.1328802252
"332","4 - Loughborough",12,"1954",16625
"333","4 - Loughborough",12,"1955",6540.93532997594
"334","4 - Loughborough",12,"1956",7172.40013646414
"335","4 - Loughborough",12,"1957",17359.4722419514
"336","4 - Loughborough",12,"1958",7480.27727279524
"337","4 - Loughborough",12,"1959",3539.17368785828
"338","4 - Loughborough",12,"1960",3456.94588702345
"339","4 - Loughborough",12,"1961",10382.448017884
"340","4 - Loughborough",12,"1962",6373.98625818422
"341","4 - Loughborough",12,"1963",42250.8710952792
"342","4 - Loughborough",12,"1964",80632.8449641091
"343","4 - Loughborough",12,"1965",1262.28078645515
"344","4 - Loughborough",12,"1966",17661.6375898449
"345","4 - Loughborough",12,"1967",43232.293652979
"346","4 - Loughborough",12,"1968",25085.3824872599
"347","4 - Loughborough",12,"1969",3584.46126188724
"348","4 - Loughborough",12,"1970",42956.2560819241
"349","4 - Loughborough",12,"1971",1621.47840535469
"350","4 - Loughborough",12,"1972",25823.1134638864
"351","4 - Loughborough",12,"1973",51241.3467210761
"352","4 - Loughborough",12,"1974",6062.11607310563
"353","4 - Loughborough",12,"1975",2909.8630883651
"354","4 - Loughborough",12,"1976",7415.91496378909
"355","4 - Loughborough",12,"1977",2025.58682417147
"356","4 - Loughborough",12,"1978",2851.50043205334
"357","4 - Loughborough",12,"1979",3251.84504349929
"358","4 - Loughborough",12,"1980",2560.25374150742
"359","4 - Loughborough",12,"1981",5609.89730783975
"360","4 - Loughborough",12,"1982",7192.55998259685
"361","4 - Loughborough",12,"1983",4493.6529262845
"362","4 - Loughborough",12,"1984",3006.72070872645
"363","4 - Loughborough",12,"1985",8048.9077868345
"364","4 - Loughborough",12,"1986",5610.78873007057
"365","4 - Loughborough",12,"1987",2619.9324275634
"366","4 - Loughborough",12,"1988",14526.6346944611
"367","4 - Loughborough",12,"1989",5954.52429354206
"368","4 - Loughborough",12,"1990",24317.375139998
"369","4 - Loughborough",12,"1991",3890.6403520632
"370","4 - Loughborough",12,"1992",13580.6155494152
"371","4 - Loughborough",12,"1993",14139.4490986896
"372","4 - Loughborough",12,"1994",9714.53079547713
"373","4 - Loughborough",12,"1995",9052.49012702495
"374","4 - Loughborough",12,"1996",4811.18574872101
"375","4 - Loughborough",12,"1997",2648.71172719933
"376","4 - Loughborough",12,"1998",11514.5613557157
"377","4 - Loughborough",12,"1999",1573.67204738893
"378","4 - Loughborough",12,"2000",2510.17859739845
"379","4 - Loughborough",12,"2001",10925.7576690642
"380","4 - Loughborough",12,"2002",12444.4775844422
"381","4 - Loughborough",12,"2003",1894.40333916781
"382","4 - Loughborough",12,"2004",4170.19115629918
"383","4 - Loughborough",12,"2005",4244.36232531123
"384","4 - Loughborough",12,"2006",2600.68228565666
"385","4 - Loughborough",12,"2007",5081.9232990273
"386","4 - Loughborough",12,"2008",5351.56251210112
"387","4 - Loughborough",12,"2009",6420.99127740243
"388","4 - Loughborough",12,"2010",423.729042274916
"389","4 - Loughborough",12,"2011",12680.8807365219
"390","4 - Loughborough",12,"2012",7990.5238848013
"391","4 - Loughborough",12,"2013",3125.26014765606
"392","4 - Loughborough",12,"2014",2285.73142592317
"393","4 - Loughborough",12,"2015",3599.75539042693
"394","4 - Loughborough",12,"2016",3260.67714264957
"395","4 - Loughborough",12,"2017",1790.88093801809
"396","4 - Loughborough",12,"2018",1638.61111631786
"397","4 - Loughborough",13,"1953",13231.2298362308
"398","4 - Loughborough",13,"1954",16774.9725751493
"399","4 - Loughborough",13,"1955",4123.3612310473
"400","4 - Loughborough",13,"1956",7818.29654955528
"401","4 - Loughborough",13,"1957",39311.2268085903
"402","4 - Loughborough",13,"1958",30931.235802388
"403","4 - Loughborough",13,"1959",20422.1368699678
"404","4 - Loughborough",13,"1960",5145.48579247461
"405","4 - Loughborough",13,"1961",14250.7807485173
"406","4 - Loughborough",13,"1962",14320.7746891343
"407","4 - Loughborough",13,"1963",22021.2359659556
"408","4 - Loughborough",13,"1964",33874.9027038858
"409","4 - Loughborough",13,"1965",4259.87456135596
"410","4 - Loughborough",13,"1966",14719.3465341149
"411","4 - Loughborough",13,"1967",25057.8787555578
"412","4 - Loughborough",13,"1968",67365.0153271114
"413","4 - Loughborough",13,"1969",20515.6590203549
"414","4 - Loughborough",13,"1970",114669.049791324
"415","4 - Loughborough",13,"1971",18445.6592919338
"416","4 - Loughborough",13,"1972",57902.1639764057
"417","4 - Loughborough",13,"1973",80813.4907534292
"418","4 - Loughborough",13,"1974",26436.4861701863
"419","4 - Loughborough",13,"1975",18194.914315836
"420","4 - Loughborough",13,"1976",9204.95602830212
"421","4 - Loughborough",13,"1977",32865.6290790665
"422","4 - Loughborough",13,"1978",17938.0356146886
"423","4 - Loughborough",13,"1979",10011.4178472694
"424","4 - Loughborough",13,"1980",14789.6179786127
"425","4 - Loughborough",13,"1981",17314.810310167
"426","4 - Loughborough",13,"1982",43490.3418132031
"427","4 - Loughborough",13,"1983",12627.3979763554
"428","4 - Loughborough",13,"1984",19864.416485874
"429","4 - Loughborough",13,"1985",42799.9500349384
"430","4 - Loughborough",13,"1986",34972.7588341252
"431","4 - Loughborough",13,"1987",16778.3838828983
"432","4 - Loughborough",13,"1988",77771.4356469672
"433","4 - Loughborough",13,"1989",6691.43762226077
"434","4 - Loughborough",13,"1990",82647.2458080038
"435","4 - Loughborough",13,"1991",11855.3820456656
"436","4 - Loughborough",13,"1992",25394.8243131016
"437","4 - Loughborough",13,"1993",9633.30104687213
"438","4 - Loughborough",13,"1994",8067.90794668067
"439","4 - Loughborough",13,"1995",19569.7795932171
"440","4 - Loughborough",13,"1996",10764.3959150205
"441","4 - Loughborough",13,"1997",5623.90003307397
"442","4 - Loughborough",13,"1998",34844.8016434644
"443","4 - Loughborough",13,"1999",6237.29911577798
"444","4 - Loughborough",13,"2000",2339.83363174017
"445","4 - Loughborough",13,"2001",38695.1310149486
"446","4 - Loughborough",13,"2002",35978.4024233032
"447","4 - Loughborough",13,"2003",12868.4791283371
"448","4 - Loughborough",13,"2004",13762.9197164067
"449","4 - Loughborough",13,"2005",14007.707498579
"450","4 - Loughborough",13,"2006",9031.32422749578
"451","4 - Loughborough",13,"2007",22295.8049380754
"452","4 - Loughborough",13,"2008",17661.8103225615
"453","4 - Loughborough",13,"2009",33698.1940200968
"454","4 - Loughborough",13,"2010",3334.55377590685
"455","4 - Loughborough",13,"2011",58414.7375094931
"456","4 - Loughborough",13,"2012",26454.7806377042
"457","4 - Loughborough",13,"2013",15315.5166186509
"458","4 - Loughborough",13,"2014",8190.51064052976
"459","4 - Loughborough",13,"2015",13201.884545651
"460","4 - Loughborough",13,"2016",16211.5560913423
"461","4 - Loughborough",13,"2017",7672.84108726182
"462","4 - Loughborough",13,"2018",7930.98225542261
"463","5 - Bute Inlet",13,"1953",25500
"464","5 - Bute Inlet",13,"1954",18000
"465","5 - Bute Inlet",13,"1955",7950
"466","5 - Bute Inlet",13,"1956",4850
"467","5 - Bute Inlet",13,"1957",89500
"468","5 - Bute Inlet",13,"1958",20750
"469","5 - Bute Inlet",13,"1959",16150
"470","5 - Bute Inlet",13,"1960",5600
"471","5 - Bute Inlet",13,"1961",8150
"472","5 - Bute Inlet",13,"1962",8500
"473","5 - Bute Inlet",13,"1963",8150
"474","5 - Bute Inlet",13,"1964",23446.1842477849
"475","5 - Bute Inlet",13,"1965",2662.01218533802
"476","5 - Bute Inlet",13,"1966",12150
"477","5 - Bute Inlet",13,"1967",11275
"478","5 - Bute Inlet",13,"1968",19146.0107176235
"479","5 - Bute Inlet",13,"1969",7998.94149773577
"480","5 - Bute Inlet",13,"1970",11225
"481","5 - Bute Inlet",13,"1971",5194.11785567258
"482","5 - Bute Inlet",13,"1972",155823.535670177
"483","5 - Bute Inlet",13,"1973",44150.0017732169
"484","5 - Bute Inlet",13,"1974",43718.4308899744
"485","5 - Bute Inlet",13,"1975",7271.76499794161
"486","5 - Bute Inlet",13,"1976",15582.3535670177
"487","5 - Bute Inlet",13,"1977",88300.0035464338
"488","5 - Bute Inlet",13,"1978",176600.007092868
"489","5 - Bute Inlet",13,"1979",36358.824989708
"490","5 - Bute Inlet",13,"1980",148483.968145633
"491","5 - Bute Inlet",13,"1981",131151.475855733
"492","5 - Bute Inlet",13,"1982",207764.714226903
"493","5 - Bute Inlet",13,"1983",85517.1414539839
"494","5 - Bute Inlet",13,"1984",109076.474969124
"495","5 - Bute Inlet",13,"1985",79470.0031917904
"496","5 - Bute Inlet",13,"1986",274392.025257919
"497","5 - Bute Inlet",13,"1987",82586.473905194
"498","5 - Bute Inlet",13,"1988",112712.357468095
"499","5 - Bute Inlet",13,"1989",22854.1185649593
"500","5 - Bute Inlet",13,"1990",12465.8828536142
"501","5 - Bute Inlet",13,"1991",44934.1556099485
"502","5 - Bute Inlet",13,"1992",197376.478515558
"503","5 - Bute Inlet",13,"1993",200492.949228961
"504","5 - Bute Inlet",13,"1994",106479.416041288
"505","5 - Bute Inlet",13,"1995",59212.9435546674
"506","5 - Bute Inlet",13,"1996",24572.420172351
"507","5 - Bute Inlet",13,"1997",27797.550319972
"508","5 - Bute Inlet",13,"1998",20686.2217012129
